Exchange,Symbol,Name,Symbol_Name,Sector,Industry
NASDAQ,HUBCZ,Hub Cyber Security Ltd. Warrant 8/22/2025,HUBCZ | Hub Cyber Security Ltd. Warrant 8/22/2025,Telecommunications,Computer Communications Equipment
NASDAQ,HUBG,Hub Group Inc. Class A Common Stock,HUBG | Hub Group Inc. Class A Common Stock,Consumer Discretionary,Oil Refining/Marketing
NASDAQ,HUDI,Huadi International Group Co. Ltd. Ordinary Shares,HUDI | Huadi International Group Co. Ltd. Ordinary Shares,Industrials,Steel/Iron Ore
NASDAQ,HUHU,HUHUTECH International Group Inc. Ordinary Shares,HUHU | HUHUTECH International Group Inc. Ordinary Shares,Telecommunications,Metal Fabrications
NASDAQ,HUIZ,Huize Holding Limited American Depositary Shares,HUIZ | Huize Holding Limited American Depositary Shares,Finance,Specialty Insurers
NASDAQ,HUMA,Humacyte Inc. Common Stock,HUMA | Humacyte Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NASDAQ,HUMAW,Humacyte Inc. Warrant,HUMAW | Humacyte Inc. Warrant,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NASDAQ,HURA,TuHURA Biosciences Inc. Common Stock,HURA | TuHURA Biosciences Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,HURC,Hurco Companies Inc. Common Stock,HURC | Hurco Companies Inc. Common Stock,Industrials,Industrial Machinery/Components
NASDAQ,HURN,Huron Consulting Group Inc. Common Stock,HURN | Huron Consulting Group Inc. Common Stock,Consumer Discretionary,Professional Services
NASDAQ,HUT,Hut 8 Corp. Common Stock,HUT | Hut 8 Corp. Common Stock,Finance,Finance: Consumer Services
NASDAQ,HVII,Hennessy Capital Investment Corp. VII Ordinary Shares,HVII | Hennessy Capital Investment Corp. VII Ordinary Shares,,
NASDAQ,HVIIR,Hennessy Capital Investment Corp. VII Rights,HVIIR | Hennessy Capital Investment Corp. VII Rights,,
NASDAQ,HVIIU,Hennessy Capital Investment Corp. VII Unit,HVIIU | Hennessy Capital Investment Corp. VII Unit,,
NASDAQ,HWBK,Hawthorn Bancshares Inc. Common Stock,HWBK | Hawthorn Bancshares Inc. Common Stock,Finance,Major Banks
NASDAQ,HWC,Hancock Whitney Corporation Common Stock,HWC | Hancock Whitney Corporation Common Stock,Finance,Major Banks
NASDAQ,HWCPZ,Hancock Whitney Corporation 6.25% Subordinated Notes due 2060,HWCPZ | Hancock Whitney Corporation 6.25% Subordinated Notes due 2060,Finance,Major Banks
NASDAQ,HWH,HWH International Inc. Common Stock,HWH | HWH International Inc. Common Stock,Health Care,Other Pharmaceuticals
NASDAQ,HWKN,Hawkins Inc. Common Stock,HWKN | Hawkins Inc. Common Stock,Consumer Discretionary,Specialty Chemicals
NASDAQ,HYFM,Hydrofarm Holdings Group Inc. Common Stock,HYFM | Hydrofarm Holdings Group Inc. Common Stock,Consumer Discretionary,Consumer Specialties
NASDAQ,HYMC,Hycroft Mining Holding Corporation Class A Common Stock,HYMC | Hycroft Mining Holding Corporation Class A Common Stock,Basic Materials,Precious Metals
NASDAQ,HYMCL,Hycroft Mining Holding Corporation Warrants,HYMCL | Hycroft Mining Holding Corporation Warrants,Basic Materials,Precious Metals
NASDAQ,HYMCW,Hycroft Mining Holding Corporation  Warrant,HYMCW | Hycroft Mining Holding Corporation  Warrant,Basic Materials,Precious Metals
NASDAQ,HYPR,Hyperfine Inc. Class A Common Stock,HYPR | Hyperfine Inc. Class A Common Stock,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
NASDAQ,IAC,IAC Inc. Common Stock,IAC | IAC Inc. Common Stock,Technology,Computer Software: Programming Data Processing
NASDAQ,IART,Integra LifeSciences Holdings Corporation Common Stock,IART | Integra LifeSciences Holdings Corporation Common Stock,Health Care,Medical/Dental Instruments
NASDAQ,IAS,Integral Ad Science Holding Corp. Common Stock,IAS | Integral Ad Science Holding Corp. Common Stock,Technology,Computer Software: Programming Data Processing
NASDAQ,IBAC,IB Acquisition Corp. Common Stock,IBAC | IB Acquisition Corp. Common Stock,,
NASDAQ,IBACR,IB Acquisition Corp. Right,IBACR | IB Acquisition Corp. Right,,
NASDAQ,IBCP,Independent Bank Corporation Common Stock,IBCP | Independent Bank Corporation Common Stock,Finance,Major Banks
NASDAQ,IBEX,IBEX Limited Common Shares,IBEX | IBEX Limited Common Shares,Technology,EDP Services
NASDAQ,IBG,Innovation Beverage Group Limited Ordinary Shares,IBG | Innovation Beverage Group Limited Ordinary Shares,Consumer Staples,Beverages (Production/Distribution)
NASDAQ,IBIO,iBio Inc. Common Stock,IBIO | iBio Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,IBKR,Interactive Brokers Group Inc. Class A Common Stock,IBKR | Interactive Brokers Group Inc. Class A Common Stock,Finance,Investment Bankers/Brokers/Service
NASDAQ,IBOC,International Bancshares Corporation Common Stock,IBOC | International Bancshares Corporation Common Stock,Finance,Major Banks
NASDAQ,IBRX,ImmunityBio Inc. Common Stock,IBRX | ImmunityBio Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NASDAQ,ICAD,iCAD Inc. Common Stock,ICAD | iCAD Inc. Common Stock,Health Care,Medical/Dental Instruments
NASDAQ,ICCC,ImmuCell Corporation Common Stock,ICCC | ImmuCell Corporation Common Stock,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
NASDAQ,ICCM,IceCure Medical Ltd. Ordinary Shares,ICCM | IceCure Medical Ltd. Ordinary Shares,Health Care,Medical/Dental Instruments
NASDAQ,ICCT,iCoreConnect Inc. Common stock,ICCT | iCoreConnect Inc. Common stock,Technology,Computer Software: Prepackaged Software
NASDAQ,ICFI,ICF International Inc. Common Stock,ICFI | ICF International Inc. Common Stock,Consumer Discretionary,Professional Services
NASDAQ,ICG,Intchains Group Limited American Depositary Shares,ICG | Intchains Group Limited American Depositary Shares,Technology,Semiconductors
NASDAQ,ICHR,Ichor Holdings Ordinary Shares,ICHR | Ichor Holdings Ordinary Shares,Technology,Semiconductors
NASDAQ,ICLR,ICON plc Ordinary Shares,ICLR | ICON plc Ordinary Shares,Health Care,Biotechnology: Commercial Physical & Biological Resarch
NASDAQ,ICMB,Investcorp Credit Management BDC Inc. Common Stock,ICMB | Investcorp Credit Management BDC Inc. Common Stock,Finance,Finance: Consumer Services
NASDAQ,ICON,Icon Energy Corp. Common stock,ICON | Icon Energy Corp. Common stock,Consumer Discretionary,Marine Transportation
NASDAQ,ICU,SeaStar Medical Holding Corporation Common Stock,ICU | SeaStar Medical Holding Corporation Common Stock,Health Care,Medical/Dental Instruments
NASDAQ,ICUCW,SeaStar Medical Holding Corporation Warrant,ICUCW | SeaStar Medical Holding Corporation Warrant,Health Care,Medical/Dental Instruments
NASDAQ,ICUI,ICU Medical Inc. Common Stock,ICUI | ICU Medical Inc. Common Stock,Health Care,Medical/Dental Instruments
NASDAQ,IDAI,T Stamp Inc. Class A Common Stock,IDAI | T Stamp Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software
NASDAQ,IDCC,InterDigital Inc. Common Stock,IDCC | InterDigital Inc. Common Stock,Miscellaneous,Multi-Sector Companies
NASDAQ,IDN,Intellicheck Inc. Common Stock,IDN | Intellicheck Inc. Common Stock,Technology,Computer Software: Prepackaged Software
NASDAQ,IDXX,IDEXX Laboratories Inc. Common Stock,IDXX | IDEXX Laboratories Inc. Common Stock,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
NASDAQ,IDYA,IDEAYA Biosciences Inc. Common Stock,IDYA | IDEAYA Biosciences Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,IEP,Icahn Enterprises L.P. Common Stock,IEP | Icahn Enterprises L.P. Common Stock,Consumer Discretionary,Auto Parts:O.E.M.
NASDAQ,IESC,IES Holdings Inc. Common Stock,IESC | IES Holdings Inc. Common Stock,Industrials,Engineering & Construction
NASDAQ,IFBD,Infobird Co. Ltd Ordinary Shares,IFBD | Infobird Co. Ltd Ordinary Shares,Technology,Computer Software: Prepackaged Software
NASDAQ,IFRX,InflaRx N.V. Common Stock,IFRX | InflaRx N.V. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,IGIC,International General Insurance Holdings Ltd. Ordinary Share,IGIC | International General Insurance Holdings Ltd. Ordinary Share,Finance,Property-Casualty Insurers
NASDAQ,IGMS,IGM Biosciences Inc. Common Stock,IGMS | IGM Biosciences Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,IHRT,iHeartMedia Inc. Class A Common Stock,IHRT | iHeartMedia Inc. Class A Common Stock,Consumer Discretionary,Broadcasting
NASDAQ,III,Information Services Group Inc. Common Stock,III | Information Services Group Inc. Common Stock,Consumer Discretionary,Professional Services
NASDAQ,IIIV,i3 Verticals Inc. Class A Common Stock,IIIV | i3 Verticals Inc. Class A Common Stock,Consumer Discretionary,Business Services
NASDAQ,IINN,Inspira Technologies Oxy B.H.N. Ltd. Ordinary Shares,IINN | Inspira Technologies Oxy B.H.N. Ltd. Ordinary Shares,Health Care,Medical/Dental Instruments
NASDAQ,IINNW,Inspira Technologies Oxy B.H.N. Ltd. Warrant,IINNW | Inspira Technologies Oxy B.H.N. Ltd. Warrant,Health Care,Medical/Dental Instruments
NASDAQ,IKNA,Ikena Oncology Inc. Common Stock,IKNA | Ikena Oncology Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NASDAQ,IKT,Inhibikase Therapeutics Inc. Common Stock,IKT | Inhibikase Therapeutics Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NASDAQ,ILAG,Intelligent Living Application Group Inc. Ordinary Shares,ILAG | Intelligent Living Application Group Inc. Ordinary Shares,Consumer Discretionary,Office Equipment/Supplies/Services
NASDAQ,ILLR,Triller Group Inc. Common Stock,ILLR | Triller Group Inc. Common Stock,Finance,Investment Managers
NASDAQ,ILLRW,Triller Group Inc. Warrant,ILLRW | Triller Group Inc. Warrant,Finance,Investment Managers
NASDAQ,ILMN,Illumina Inc. Common Stock,ILMN | Illumina Inc. Common Stock,Health Care,Medical Specialities
NASDAQ,ILPT,Industrial Logistics Properties Trust Common Shares of Beneficial Interest,ILPT | Industrial Logistics Properties Trust Common Shares of Beneficial Interest,Real Estate,Real Estate Investment Trusts
NASDAQ,IMAB,I-MAB American Depositary Shares,IMAB | I-MAB American Depositary Shares,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,IMCC,IM Cannabis Corp. Common Shares,IMCC | IM Cannabis Corp. Common Shares,Health Care, Medicinal Chemicals and Botanical Products 
NASDAQ,IMCR,Immunocore Holdings plc American Depositary Shares,IMCR | Immunocore Holdings plc American Depositary Shares,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NASDAQ,IMG,CIMG Inc. Common Stock,IMG | CIMG Inc. Common Stock,Consumer Discretionary,Other Specialty Stores
NASDAQ,IMKTA,Ingles Markets Incorporated Class A Common Stock,IMKTA | Ingles Markets Incorporated Class A Common Stock,Consumer Staples,Food Chains
NASDAQ,IMMP,Immutep Limited American Depositary Shares,IMMP | Immutep Limited American Depositary Shares,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,IMMR,Immersion Corporation Common Stock,IMMR | Immersion Corporation Common Stock,Technology,Computer peripheral equipment
NASDAQ,IMMX,Immix Biopharma Inc. Common Stock,IMMX | Immix Biopharma Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,IMNM,Immunome Inc. Common Stock,IMNM | Immunome Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,IMNN,Imunon Inc. Common Stock,IMNN | Imunon Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,IMOS,ChipMOS TECHNOLOGIES INC. American Depositary Shares,IMOS | ChipMOS TECHNOLOGIES INC. American Depositary Shares,Technology,Semiconductors
NASDAQ,IMPP,Imperial Petroleum Inc. Common Shares,IMPP | Imperial Petroleum Inc. Common Shares,Consumer Discretionary,Marine Transportation
NASDAQ,IMPPP,Imperial Petroleum Inc. 8.75% Series A Cumulative Redeemable Perpetual Preferred Shares,IMPPP | Imperial Petroleum Inc. 8.75% Series A Cumulative Redeemable Perpetual Preferred Shares,Consumer Discretionary,Marine Transportation
NASDAQ,IMRN,Immuron Limited American Depositary Shares,IMRN | Immuron Limited American Depositary Shares,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,IMRX,Immuneering Corporation Class A Common Stock,IMRX | Immuneering Corporation Class A Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,IMTE,Integrated Media Technology Limited Ordinary Shares,IMTE | Integrated Media Technology Limited Ordinary Shares,Consumer Staples,Consumer Electronics/Appliances
NASDAQ,IMTX,Immatics N.V. Ordinary Shares,IMTX | Immatics N.V. Ordinary Shares,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NASDAQ,IMTXW,Immatics N.V. Warrants,IMTXW | Immatics N.V. Warrants,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NASDAQ,IMUX,Immunic Inc. Common Stock,IMUX | Immunic Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,IMVT,Immunovant Inc. Common Stock,IMVT | Immunovant Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NASDAQ,IMXI,International Money Express Inc. Common Stock,IMXI | International Money Express Inc. Common Stock,Consumer Discretionary,Business Services
NASDAQ,INAB,IN8bio Inc. Common Stock,INAB | IN8bio Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NASDAQ,INBK,First Internet Bancorp Common Stock,INBK | First Internet Bancorp Common Stock,Finance,Major Banks
NASDAQ,INBKZ,First Internet Bancorp 6.0% Fixed-to-Floating Rate Subordinated Notes Due 2029,INBKZ | First Internet Bancorp 6.0% Fixed-to-Floating Rate Subordinated Notes Due 2029,Finance,Major Banks
NASDAQ,INBS,Intelligent Bio Solutions Inc. Common Stock,INBS | Intelligent Bio Solutions Inc. Common Stock,Health Care,Medical/Dental Instruments
NASDAQ,INBX,Inhibrx Biosciences Inc. Common Stock,INBX | Inhibrx Biosciences Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NASDAQ,INCR,Intercure Ltd. Ordinary Shares,INCR | Intercure Ltd. Ordinary Shares,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,INCY,Incyte Corp. Common Stock,INCY | Incyte Corp. Common Stock,Health Care,Biotechnology: Commercial Physical & Biological Resarch
NASDAQ,INDB,Independent Bank Corp. Common Stock,INDB | Independent Bank Corp. Common Stock,Finance,Major Banks
NASDAQ,INDI,indie Semiconductor Inc. Class A Common Stock,INDI | indie Semiconductor Inc. Class A Common Stock,Technology,Semiconductors
NASDAQ,INDP,Indaptus Therapeutics Inc. Common Stock,INDP | Indaptus Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,INDV,Indivior PLC Ordinary Shares,INDV | Indivior PLC Ordinary Shares,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,INGN,Inogen Inc Common Stock,INGN | Inogen Inc Common Stock,Health Care,Industrial Specialties
NASDAQ,INHD,Inno Holdings Inc. Common Stock,INHD | Inno Holdings Inc. Common Stock,Industrials,Steel/Iron Ore
NASDAQ,INKT,MiNK Therapeutics Inc. Common Stock,INKT | MiNK Therapeutics Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NASDAQ,INLF,INLIF LIMITED Ordinary Shares,INLF | INLIF LIMITED Ordinary Shares,Industrials,Industrial Machinery/Components
NASDAQ,INM,InMed Pharmaceuticals Inc. Common Shares,INM | InMed Pharmaceuticals Inc. Common Shares,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,INMB,INmune Bio Inc. Common stock,INMB | INmune Bio Inc. Common stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NASDAQ,INMD,InMode Ltd. Ordinary Shares,INMD | InMode Ltd. Ordinary Shares,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
NASDAQ,INNV,InnovAge Holding Corp. Common Stock,INNV | InnovAge Holding Corp. Common Stock,Health Care,Medical/Nursing Services
NASDAQ,INO,Inovio Pharmaceuticals Inc. Common Stock,INO | Inovio Pharmaceuticals Inc. Common Stock,Health Care,Medical/Dental Instruments
NASDAQ,INOD,Innodata Inc. Common Stock,INOD | Innodata Inc. Common Stock,Technology,EDP Services
NASDAQ,INSE,Inspired Entertainment Inc. Common Stock,INSE | Inspired Entertainment Inc. Common Stock,Technology,Computer Software: Prepackaged Software
NASDAQ,INSG,Inseego Corp. Common Stock,INSG | Inseego Corp. Common Stock,Telecommunications,Telecommunications Equipment
NASDAQ,INSM,Insmed Incorporated Common Stock,INSM | Insmed Incorporated Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,INTA,Intapp Inc. Common Stock,INTA | Intapp Inc. Common Stock,Technology,Computer Software: Prepackaged Software
NASDAQ,INTC,Intel Corporation Common Stock,INTC | Intel Corporation Common Stock,Technology,Semiconductors
NASDAQ,INTG,Intergroup Corporation (The) Common Stock,INTG | Intergroup Corporation (The) Common Stock,Real Estate,Building operators
NASDAQ,INTJ,Intelligent Group Limited Class A Ordinary Shares ,INTJ | Intelligent Group Limited Class A Ordinary Shares ,Consumer Discretionary,Professional Services
NASDAQ,INTR,Inter & Co. Inc. Class A Common Shares,INTR | Inter & Co. Inc. Class A Common Shares,Finance,Commercial Banks
NASDAQ,INTS,Intensity Therapeutics Inc. Common stock,INTS | Intensity Therapeutics Inc. Common stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NASDAQ,INTU,Intuit Inc. Common Stock,INTU | Intuit Inc. Common Stock,Technology,Computer Software: Prepackaged Software
NASDAQ,INTZ,Intrusion Inc. Common Stock,INTZ | Intrusion Inc. Common Stock,Telecommunications,Computer Communications Equipment
NASDAQ,INV,Innventure Inc. Common Stock,INV | Innventure Inc. Common Stock,Finance,Blank Checks
NASDAQ,INVA,Innoviva Inc. Common Stock,INVA | Innoviva Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,INVE,Identiv Inc. Common Stock,INVE | Identiv Inc. Common Stock,Technology,Computer peripheral equipment
NASDAQ,INVZ,Innoviz Technologies Ltd. Ordinary shares,INVZ | Innoviz Technologies Ltd. Ordinary shares,Consumer Discretionary,Auto Parts:O.E.M.
NASDAQ,INVZW,Innoviz Technologies Ltd. Warrant,INVZW | Innoviz Technologies Ltd. Warrant,Consumer Discretionary,Auto Parts:O.E.M.
NASDAQ,INZY,Inozyme Pharma Inc. Common Stock,INZY | Inozyme Pharma Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,IOBT,IO Biotech Inc. Common Stock,IOBT | IO Biotech Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,IONR,ioneer Ltd American Depositary Shares,IONR | ioneer Ltd American Depositary Shares,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
NASDAQ,IONS,Ionis Pharmaceuticals Inc. Common Stock,IONS | Ionis Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,IOSP,Innospec Inc. Common Stock,IOSP | Innospec Inc. Common Stock,Industrials,Major Chemicals
NASDAQ,IOVA,Iovance Biotherapeutics Inc. Common Stock,IOVA | Iovance Biotherapeutics Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NASDAQ,IPA,ImmunoPrecise Antibodies Ltd. Common Stock,IPA | ImmunoPrecise Antibodies Ltd. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,IPAR,Interparfums Inc. Common Stock,IPAR | Interparfums Inc. Common Stock,Consumer Discretionary,Package Goods/Cosmetics
NASDAQ,IPDN,Professional Diversity Network Inc. Common Stock,IPDN | Professional Diversity Network Inc. Common Stock,Technology,Computer Software: Programming Data Processing
NASDAQ,IPGP,IPG Photonics Corporation Common Stock,IPGP | IPG Photonics Corporation Common Stock,Technology,Semiconductors
NASDAQ,IPHA,Innate Pharma S.A. ADS,IPHA | Innate Pharma S.A. ADS,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NASDAQ,IPM,Intelligent Protection Management Corp. Common Stock ,IPM | Intelligent Protection Management Corp. Common Stock ,Consumer Discretionary,Business Services
NASDAQ,IPSC,Century Therapeutics Inc. Common Stock,IPSC | Century Therapeutics Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NASDAQ,IPW,iPower Inc. Common Stock,IPW | iPower Inc. Common Stock,Consumer Discretionary,RETAIL: Building Materials
NASDAQ,IPWR,Ideal Power Inc. Common Stock,IPWR | Ideal Power Inc. Common Stock,Technology,Semiconductors
NASDAQ,IPX,IperionX Limited American Depositary Share,IPX | IperionX Limited American Depositary Share,Basic Materials,Other Metals and Minerals
NASDAQ,IQ,iQIYI Inc. American Depositary Shares,IQ | iQIYI Inc. American Depositary Shares,Consumer Discretionary,Consumer Electronics/Video Chains
NASDAQ,IRBT,iRobot Corporation Common Stock,IRBT | iRobot Corporation Common Stock,Consumer Discretionary,Consumer Electronics/Appliances
NASDAQ,IRD,Opus Genetics Inc. Common Stock,IRD | Opus Genetics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,IRDM,Iridium Communications Inc Common Stock,IRDM | Iridium Communications Inc Common Stock,Telecommunications,Telecommunications Equipment
NASDAQ,IREN,IREN Limited Ordinary Shares,IREN | IREN Limited Ordinary Shares,Technology,EDP Services
NASDAQ,IRIX,IRIDEX Corporation Common Stock,IRIX | IRIDEX Corporation Common Stock,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
NASDAQ,IRMD,iRadimed Corporation Common Stock,IRMD | iRadimed Corporation Common Stock,Health Care,Medical/Dental Instruments
NASDAQ,IROH,Iron Horse Acquisitions Corp. Common Stock,IROH | Iron Horse Acquisitions Corp. Common Stock,,
NASDAQ,IROHR,Iron Horse Acquisitions Corp. Right,IROHR | Iron Horse Acquisitions Corp. Right,,
NASDAQ,IROHU,Iron Horse Acquisitions Corp. Unit,IROHU | Iron Horse Acquisitions Corp. Unit,,
NASDAQ,IROHW,Iron Horse Acquisitions Corp. Warrant,IROHW | Iron Horse Acquisitions Corp. Warrant,,
NASDAQ,IRON,Disc Medicine Inc. Common Stock,IRON | Disc Medicine Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,IROQ,IF Bancorp Inc. Common Stock,IROQ | IF Bancorp Inc. Common Stock,Finance,Savings Institutions
NASDAQ,IRTC,iRhythm Technologies Inc. Common Stock,IRTC | iRhythm Technologies Inc. Common Stock,Health Care,Medical/Dental Instruments
NASDAQ,IRWD,Ironwood Pharmaceuticals Inc. Class A Common Stock,IRWD | Ironwood Pharmaceuticals Inc. Class A Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,ISPC,iSpecimen Inc. Common Stock,ISPC | iSpecimen Inc. Common Stock,Health Care,Biotechnology: Commercial Physical & Biological Resarch
NASDAQ,ISPO,Inspirato Incorporated Class A Common Stock,ISPO | Inspirato Incorporated Class A Common Stock,Finance,Blank Checks
NASDAQ,ISPOW,Inspirato Incorporated Warrant,ISPOW | Inspirato Incorporated Warrant,Finance,Blank Checks
NASDAQ,ISPR,Ispire Technology Inc. Common Stock,ISPR | Ispire Technology Inc. Common Stock,Health Care, Medicinal Chemicals and Botanical Products 
NASDAQ,ISRG,Intuitive Surgical Inc. Common Stock,ISRG | Intuitive Surgical Inc. Common Stock,Health Care,Industrial Specialties
NASDAQ,ISRL,Israel Acquisitions Corp Class A Ordinary Shares,ISRL | Israel Acquisitions Corp Class A Ordinary Shares,Finance,Blank Checks
NASDAQ,ISRLW,Israel Acquisitions Corp Warrant,ISRLW | Israel Acquisitions Corp Warrant,Finance,Blank Checks
NASDAQ,ISSC,Innovative Solutions and Support Inc. Common Stock,ISSC | Innovative Solutions and Support Inc. Common Stock,Technology,EDP Services
NASDAQ,ISTR,Investar Holding Corporation Common Stock,ISTR | Investar Holding Corporation Common Stock,Finance,Major Banks
NASDAQ,ITCI,Intra-Cellular Therapies Inc. Common Stock,ITCI | Intra-Cellular Therapies Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,ITIC,Investors Title Company Common Stock,ITIC | Investors Title Company Common Stock,Finance,Specialty Insurers
NASDAQ,ITOS,iTeos Therapeutics Inc. Common Stock,ITOS | iTeos Therapeutics Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NASDAQ,ITRI,Itron Inc. Common Stock,ITRI | Itron Inc. Common Stock,Industrials,Electrical Products
NASDAQ,ITRM,Iterum Therapeutics plc Ordinary Share,ITRM | Iterum Therapeutics plc Ordinary Share,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,ITRN,Ituran Location and Control Ltd. Ordinary Shares,ITRN | Ituran Location and Control Ltd. Ordinary Shares,Technology,Electronic Components
NASDAQ,IVA,Inventiva S.A. American Depository Shares,IVA | Inventiva S.A. American Depository Shares,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,IVAC,Intevac Inc. Common Stock,IVAC | Intevac Inc. Common Stock,Technology,Industrial Machinery/Components
NASDAQ,IVCA,Investcorp AI Acquisition Corp. Class A Ordinary Share,IVCA | Investcorp AI Acquisition Corp. Class A Ordinary Share,Finance,Blank Checks
NASDAQ,IVCAW,Investcorp AI Acquisition Corp. Warrant,IVCAW | Investcorp AI Acquisition Corp. Warrant,Finance,Blank Checks
NASDAQ,IVDA,Iveda Solutions Inc. Common Stock,IVDA | Iveda Solutions Inc. Common Stock,Technology,Computer Software: Prepackaged Software
NASDAQ,IVDAW,Iveda Solutions Inc. Warrant,IVDAW | Iveda Solutions Inc. Warrant,Technology,Computer Software: Prepackaged Software
NASDAQ,IVP,Inspire Veterinary Partners Inc. Class A Common Stock,IVP | Inspire Veterinary Partners Inc. Class A Common Stock,Consumer Staples,Farming/Seeds/Milling
NASDAQ,IVVD,Invivyd Inc. Common Stock,IVVD | Invivyd Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NASDAQ,IXHL,Incannex Healthcare Inc. Common Stock,IXHL | Incannex Healthcare Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,IZEA,IZEA Worldwide Inc. Common Stock,IZEA | IZEA Worldwide Inc. Common Stock,Consumer Discretionary,Advertising
NASDAQ,IZM,ICZOOM Group Inc. Class A Ordinary Shares,IZM | ICZOOM Group Inc. Class A Ordinary Shares,Consumer Discretionary,Consumer Electronics/Video Chains
NASDAQ,JACK,Jack In The Box Inc. Common Stock,JACK | Jack In The Box Inc. Common Stock,Consumer Discretionary,Restaurants
NASDAQ,JAGX,Jaguar Health Inc. Common Stock,JAGX | Jaguar Health Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,JAKK,JAKKS Pacific Inc. Common Stock,JAKK | JAKKS Pacific Inc. Common Stock,Consumer Discretionary,Recreational Games/Products/Toys
NASDAQ,JAMF,Jamf Holding Corp. Common Stock,JAMF | Jamf Holding Corp. Common Stock,Technology,Computer Software: Prepackaged Software
NASDAQ,JANX,Janux Therapeutics Inc. Common Stock,JANX | Janux Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
